time,spent,allocation
200,24792,6253
201,24812,6253
202,24820,6253
203,24840,6261
204,24856,6261
205,24856,6261
206,24868,6268
207,24872,6270
208,24880,6276
209,24888,6278
210,24888,6289
211,24896,6296
212,24896,6299
213,24912,6314
214,24916,6314
215,24924,6324
216,24944,6327
217,24944,6327
218,24948,6338
219,24956,6347
220,24972,6352
221,24976,6352
222,24996,6360
223,25004,6360
224,25016,6360
225,25024,6360
226,25040,6360
227,25052,6360
228,25056,6360
229,25060,6360
230,25072,6360
231,25080,6360
232,25092,6360
233,25112,6360
234,25116,6360
235,25120,6360
236,25132,6360
237,25144,6360
238,25152,6360
239,25152,6360
240,25168,6360
241,25176,6360
242,25192,6360
243,25208,6360
244,25216,6360
245,25216,6360
246,25224,6360
247,25228,6360
248,25236,6360
249,25244,6360
250,25264,6360
251,25284,6360
252,25292,6360
253,25304,6360
254,25304,6360
255,25304,6360
256,25304,6360
257,25316,6360
258,25336,6360
259,25340,6360
260,25356,6360
261,25356,6360
262,25360,6360
263,25368,6360
264,25376,6360
265,25380,6360
266,25384,6360
267,25392,6360
268,25392,6360
269,25396,6360
270,25396,6360
271,25404,6360
272,25404,6360
273,25404,6360
274,25412,6360
275,25420,6360
276,25420,6360
277,25424,6360
278,25424,6360
279,25428,6360
280,25428,6360
281,25436,6360
282,25436,6360
283,25436,6360
284,25436,6360
285,25436,6360
286,25436,6360
287,25436,6360
288,25436,6360
289,25436,6360
290,25436,6360
291,25436,6360
292,25436,6360
293,25440,6360
294,25440,6360
295,25440,6360
296,25440,6360
297,25440,6360
298,25440,6360
299,25440,6360
300,25440,6360
301,25440,6360
302,25440,6360
303,25440,6360
304,25440,6360
305,25440,6360
306,25440,6360
307,25440,6360
308,25440,6360
309,25440,6360
310,25440,6360
311,25440,6360
312,25440,6360
313,25440,6360
314,25440,6360
315,25440,6360
316,25440,6360
317,25440,6360
318,25440,6360
319,25440,6360
320,25440,6360
321,25440,6360
322,25440,6360
323,25440,6360
324,25440,6360
325,25440,6360
326,25440,6360
327,25440,6360
328,25440,6360
329,25440,6360
330,25440,6360
331,25440,6360
332,25440,6360
333,25440,6360
334,25440,6360
335,25440,6360
336,25440,6360
337,25440,6360
338,25440,6360
339,25440,6360
340,25440,6360
341,25440,6360
342,25440,6360
343,25440,6360
344,25440,6360
345,25440,6360
346,25440,6360
347,25440,6360
348,25440,6360
349,25440,6360
350,25440,6360
351,25440,6360
352,25440,6360
353,25440,6360
354,25440,6360
355,25440,6360
356,25440,6360
357,25440,6360
358,25440,6360
359,25440,6360
360,25440,6360
361,25440,6360
362,25440,6360
363,25440,6360
364,25440,6360
365,25440,6360
366,25440,6360
367,25440,6360
368,25440,6360
369,25440,6360
370,25440,6360
371,25440,6360
372,25440,6360
373,25440,6360
374,25440,6360
375,25440,6360
376,25440,6360
377,25440,6360
378,25440,6360
379,25440,6360
380,25440,6360
381,25440,6360
382,25440,6360
383,25440,6360
384,25440,6360
385,25440,6360
386,25440,6360
387,25440,6360
388,25440,6360
389,25440,6360
390,25440,6360
391,25440,6360
392,25440,6360
393,25440,6360
394,25440,6360
395,25440,6360
396,25440,6360
397,25440,6360
398,25440,6360
399,25440,6360
400,25440,6360
401,25440,6360
402,25440,6360
403,25440,6360
404,25440,6360
405,25440,6360
406,25440,6360
407,25440,6360
408,25440,6360
409,25440,6360
410,25440,6360
411,25440,6360
412,25440,6360
413,25440,6360
414,25440,6360
415,25440,6360
416,25440,6360
417,25440,6360
418,25440,6360
419,25440,6360
420,25440,6360
421,25440,6360
422,25440,6360
423,25440,6360
424,25440,6360
425,25440,6360
426,25440,6360
427,25440,6360
428,25440,6360
429,25440,6360
430,25440,6360
431,25440,6360
432,25440,6360
433,25440,6360
434,25440,6360
435,25440,6360
436,25440,6360
437,25440,6360
438,25440,6360
439,25440,6360
440,25440,6360
441,25440,6360
442,25440,6360
443,25440,6360
444,25440,6360
445,25440,6360
446,25440,6360
447,25440,6360
448,25440,6360
449,25440,6360
450,25440,6360
451,25440,6360
452,25440,6360
453,25440,6360
454,25440,6360
455,25440,6360
456,25440,6360
457,25440,6360
458,25440,6360
459,25440,6360
460,25440,6360
461,25440,6360
462,25440,6360
463,25440,6360
464,25440,6360
465,25440,6360
466,25440,6360
467,25440,6360
468,25440,6360
469,25440,6360
470,25440,6360
471,25440,6360
472,25440,6360
473,25440,6360
474,25440,6360
475,25440,6360
476,25440,6360
477,25440,6360
478,25440,6360
479,25440,6360
480,25440,6360
481,25440,6360
482,25440,6360
483,25440,6360
484,25440,6360
485,25440,6360
486,25440,6360
487,25440,6360
488,25440,6360
489,25440,6360
490,25440,6360
491,25440,6360
492,25440,6360
493,25440,6360
494,25440,6360
495,25440,6360
496,25440,6360
497,25440,6360
498,25440,6360
499,25440,6360
500,25440,6360
501,25440,6360
502,25440,6360
503,25440,6360
504,25440,6360
505,25440,6360
506,25440,6360
507,25440,6360
508,25440,6360
509,25440,6360
510,25440,6360
511,25440,6360
512,25440,6360
513,25440,6360
514,25440,6360
515,25440,6360
516,25440,6360
517,25440,6360
518,25440,6360
519,25440,6360
520,25440,6360
521,25440,6360
522,25440,6360
523,25440,6360
524,25440,6360
525,25440,6360
526,25440,6360
527,25440,6360
528,25440,6360
529,25440,6360
530,25440,6360
531,25440,6360
532,25440,6360
533,25440,6360
534,25440,6360
535,25440,6360
536,25440,6360
537,25440,6360
538,25440,6360
539,25440,6360
540,25440,6360
541,25440,6360
542,25440,6360
543,25440,6360
544,25440,6360
545,25440,6360
546,25440,6360
547,25440,6360
548,25440,6360
549,25440,6360
550,25440,6360
551,25440,6360
552,25440,6360
553,25440,6360
554,25440,6360
555,25440,6360
556,25440,6360
557,25440,6360
558,25440,6360
559,25440,6360
560,25440,6360
561,25440,6360
562,25440,6360
563,25440,6360
564,25440,6360
565,25440,6360
566,25440,6360
567,25440,6360
568,25440,6360
569,25440,6360
570,25440,6360
571,25440,6360
572,25440,6360
573,25440,6360
574,25440,6360
575,25440,6360
576,25440,6360
577,25440,6360
578,25440,6360
579,25440,6360
580,25440,6360
581,25440,6360
582,25440,6360
583,25440,6360
584,25440,6360
585,25440,6360
586,25440,6360
587,25440,6360
588,25440,6360
589,25440,6360
590,25440,6360
591,25440,6360
592,25440,6360
593,25440,6360
594,25440,6360
595,25440,6360
596,25440,6360
597,25440,6360
598,25440,6360
599,25440,6360
600,25440,6360
601,25440,6360
602,25440,6360
603,25440,6360
604,25440,6360
605,25440,6360
606,25440,6360
607,25440,6360
608,25440,6360
609,25440,6360
610,25440,6360
611,25440,6360
612,25440,6360
613,25440,6360
614,25440,6360
615,25440,6360
616,25440,6360
617,25440,6360
618,25440,6360
619,25440,6360
620,25440,6360
621,25440,6360
622,25440,6360
623,25440,6360
624,25440,6360
625,25440,6360
626,25440,6360
627,25440,6360
628,25440,6360
629,25440,6360
630,25440,6360
631,25440,6360
632,25440,6360
633,25440,6360
634,25440,6360
635,25440,6360
636,25440,6360
637,25440,6360
638,25440,6360
639,25440,6360
640,25440,6360
641,25440,6360
642,25440,6360
643,25440,6360
644,25440,6360
645,25440,6360
646,25440,6360
647,25440,6360
648,25440,6360
649,25440,6360
650,25440,6360
651,25440,6360
652,25440,6360
653,25440,6360
654,25440,6360
655,25440,6360
656,25440,6360
657,25440,6360
658,25440,6360
659,25440,6360
660,25440,6360
661,25440,6360
662,25440,6360
663,25440,6360
664,25440,6360
665,25440,6360
666,25440,6360
667,25440,6360
668,25440,6360
669,25440,6360
670,25440,6360
671,25440,6360
672,25440,6360
673,25440,6360
674,25440,6360
675,25440,6360
676,25440,6360
677,25440,6360
678,25440,6360
679,25440,6360
680,25440,6360
681,25440,6360
682,25440,6360
683,25440,6360
684,25440,6360
685,25440,6360
686,25440,6360
687,25440,6360
688,25440,6360
689,25440,6360
690,25440,6360
691,25440,6360
692,25440,6360
693,25440,6360
694,25440,6360
695,25440,6360
696,25440,6360
697,25440,6360
698,25440,6360
699,25440,6360
700,25440,6360
701,25440,6360
702,25440,6360
703,25440,6360
704,25440,6360
705,25440,6360
706,25440,6360
707,25440,6360
708,25440,6360
709,25440,6360
710,25440,6360
711,25440,6360
712,25440,6360
713,25440,6360
714,25440,6360
715,25440,6360
716,25440,6360
717,25440,6360
718,25440,6360
719,25440,6360
720,25440,6360
721,25440,6360
722,25440,6360
723,25440,6360
724,25440,6360
725,25440,6360
726,25440,6360
727,25440,6360
728,25440,6360
729,25440,6360
730,25440,6360
731,25440,6360
732,25440,6360
733,25440,6360
734,25440,6360
735,25440,6360
736,25440,6360
737,25440,6360
738,25440,6360
739,25440,6360
740,25440,6360
741,25440,6360
742,25440,6360
743,25440,6360
744,25440,6360
745,25440,6360
746,25440,6360
747,25440,6360
748,25440,6360
749,25440,6360
750,25440,6360
751,25440,6360
752,25440,6360
753,25440,6360
754,25440,6360
755,25440,6360
756,25440,6360
757,25440,6360
758,25440,6360
759,25440,6360
760,25440,6360
761,25440,6360
762,25440,6360
763,25440,6360
764,25440,6360
765,25440,6360
766,25440,6360
767,25440,6360
768,25440,6360
769,25440,6360
770,25440,6360
771,25440,6360
772,25440,6360
773,25440,6360
774,25440,6360
775,25440,6360
776,25440,6360
777,25440,6360
778,25440,6360
779,25440,6360
780,25440,6360
781,25440,6360
782,25440,6360
783,25440,6360
784,25440,6360
785,25440,6360
786,25440,6360
787,25440,6360
788,25440,6360
789,25440,6360
790,25440,6360
791,25440,6360
792,25440,6360
793,25440,6360
794,25440,6360
795,25440,6360
796,25440,6360
797,25440,6360
798,25440,6360
799,25440,6360
800,25440,6360
801,25440,6360
802,25440,6360
803,25440,6360
804,25440,6360
805,25440,6360
806,25440,6360
807,25440,6360
808,25440,6360
809,25440,6360
810,25440,6360
811,25440,6360
812,25440,6360
813,25440,6360
814,25440,6360
815,25440,6360
816,25440,6360
817,25440,6360
818,25440,6360
819,25440,6360
820,25440,6360
821,25440,6360
822,25440,6360
823,25440,6360
824,25440,6360
825,25440,6360
826,25440,6360
827,25440,6360
828,25440,6360
829,25440,6360
830,25440,6360
831,25440,6360
832,25440,6360
833,25440,6360
834,25440,6360
835,25440,6360
836,25440,6360
837,25440,6360
838,25440,6360
839,25440,6360
840,25440,6360
841,25440,6360
842,25440,6360
843,25440,6360
844,25440,6360
845,25440,6360
846,25440,6360
847,25440,6360
848,25440,6360
849,25440,6360
850,25440,6360
851,25440,6360
852,25440,6360
853,25440,6360
854,25440,6360
855,25440,6360
856,25440,6360
857,25440,6360
858,25440,6360
859,25440,6360
860,25440,6360
861,25440,6360
862,25440,6360
863,25440,6360
864,25440,6360
865,25440,6360
866,25440,6360
867,25440,6360
868,25440,6360
869,25440,6360
870,25440,6360
871,25440,6360
872,25440,6360
873,25440,6360
874,25440,6360
875,25440,6360
876,25440,6360
877,25440,6360
878,25440,6360
879,25440,6360
880,25440,6360
881,25440,6360
882,25440,6360
883,25440,6360
884,25440,6360
885,25440,6360
886,25440,6360
887,25440,6360
888,25440,6360
889,25440,6360
890,25440,6360
891,25440,6360
892,25440,6360
893,25440,6360
894,25440,6360
895,25440,6360
896,25440,6360
897,25440,6360
898,25440,6360
899,25440,6360
900,25440,6360
901,25440,6360
902,25440,6360
903,25440,6360
904,25440,6360
905,25440,6360
906,25440,6360
907,25440,6360
908,25440,6360
909,25440,6360
910,25440,6360
911,25440,6360
912,25440,6360
913,25440,6360
914,25440,6360
915,25440,6360
916,25440,6360
917,25440,6360
918,25440,6360
919,25440,6360
920,25440,6360
921,25440,6360
922,25440,6360
923,25440,6360
924,25440,6360
925,25440,6360
926,25440,6360
927,25440,6360
928,25440,6360
929,25440,6360
930,25440,6360
931,25440,6360
932,25440,6360
933,25440,6360
934,25440,6360
935,25440,6360
936,25440,6360
937,25440,6360
938,25440,6360
939,25440,6360
940,25440,6360
941,25440,6360
942,25440,6360
943,25440,6360
944,25440,6360
945,25440,6360
946,25440,6360
947,25440,6360
948,25440,6360
949,25440,6360
950,25440,6360
951,25440,6360
952,25440,6360
953,25440,6360
954,25440,6360
955,25440,6360
956,25440,6360
957,25440,6360
958,25440,6360
959,25440,6360
960,25440,6360
961,25440,6360
962,25440,6360
963,25440,6360
964,25440,6360
965,25440,6360
966,25440,6360
967,25440,6360
968,25440,6360
969,25440,6360
970,25440,6360
971,25440,6360
972,25440,6360
973,25440,6360
974,25440,6360
975,25440,6360
976,25440,6360
977,25440,6360
978,25440,6360
979,25440,6360
980,25440,6360
981,25440,6360
982,25440,6360
983,25440,6360
984,25440,6360
985,25440,6360
986,25440,6360
987,25440,6360
988,25440,6360
989,25440,6360
990,25440,6360
991,25440,6360
992,25440,6360
993,25440,6360
994,25440,6360
995,25440,6360
996,25440,6360
997,25440,6360
998,25440,6360
999,25440,6360
1000,25440,6360
1001,25440,6360
1002,25440,6360
1003,25440,6360
1004,25440,6360
1005,25440,6360
1006,25440,6360
1007,25440,6360
1008,25440,6360
1009,25440,6360
1010,25440,6360
1011,25440,6360
1012,25440,6360
1013,25440,6360
1014,25440,6360
1015,25440,6360
1016,25440,6360
1017,25440,6360
1018,25440,6360
1019,25440,6360
1020,25440,6360
1021,25440,6360
1022,25440,6360
1023,25440,6360
1024,25440,6360
1025,25440,6360
1026,25440,6360
1027,25440,6360
1028,25440,6360
1029,25440,6360
1030,25440,6360
1031,25440,6360
1032,25440,6360
1033,25440,6360
1034,25440,6360
1035,25440,6360
1036,25440,6360
1037,25440,6360
1038,25440,6360
1039,25440,6360
1040,25440,6360
1041,25440,6360
1042,25440,6360
1043,25440,6360
1044,25440,6360
1045,25440,6360
1046,25440,6360
1047,25440,6360
1048,25440,6360
1049,25440,6360
1050,25440,6360
1051,25440,6360
1052,25440,6360
1053,25440,6360
1054,25440,6360
1055,25440,6360
1056,25440,6360
1057,25440,6360
1058,25440,6360
1059,25440,6360
1060,25440,6360
1061,25440,6360
1062,25440,6360
1063,25440,6360
1064,25440,6360
1065,25440,6360
1066,25440,6360
1067,25440,6360
1068,25440,6360
1069,25440,6360
1070,25440,6360
1071,25440,6360
1072,25440,6360
1073,25440,6360
1074,25440,6360
1075,25440,6360
1076,25440,6360
1077,25440,6360
1078,25440,6360
1079,25440,6360
1080,25440,6360
1081,25440,6360
1082,25440,6360
1083,25440,6360
1084,25440,6360
1085,25440,6360
1086,25440,6360
1087,25440,6360
1088,25440,6360
1089,25440,6360
1090,25440,6360
1091,25440,6360
1092,25440,6360
1093,25440,6360
1094,25440,6360
1095,25440,6360
1096,25440,6360
1097,25440,6360
1098,25440,6360
1099,25440,6360
1100,25440,6360
1101,25440,6360
1102,25440,6360
1103,25440,6360
1104,25440,6360
1105,25440,6360
1106,25440,6360
1107,25440,6360
1108,25440,6360
1109,25440,6360
1110,25440,6360
1111,25440,6360
1112,25440,6360
1113,25440,6360
1114,25440,6360
1115,25440,6360
1116,25440,6360
1117,25440,6360
1118,25440,6360
1119,25440,6360
1120,25440,6360
1121,25440,6360
1122,25440,6360
1123,25440,6360
1124,25440,6360
1125,25440,6360
1126,25440,6360
1127,25440,6360
1128,25440,6360
1129,25440,6360
1130,25440,6360
1131,25440,6360
1132,25440,6360
1133,25440,6360
1134,25440,6360
1135,25440,6360
1136,25440,6360
1137,25440,6360
1138,25440,6360
1139,25440,6360
1140,25440,6360
1141,25440,6360
1142,25440,6360
1143,25440,6360
1144,25440,6360
1145,25440,6360
1146,25440,6360
1147,25440,6360
1148,25440,6360
1149,25440,6360
1150,25440,6360
1151,25440,6360
1152,25440,6360
1153,25440,6360
1154,25440,6360
1155,25440,6360
1156,25440,6360
1157,25440,6360
1158,25440,6360
1159,25440,6360
1160,25440,6360
1161,25440,6360
1162,25440,6360
1163,25440,6360
1164,25440,6360
1165,25440,6360
1166,25440,6360
1167,25440,6360
1168,25440,6360
1169,25440,6360
1170,25440,6360
1171,25440,6360
1172,25440,6360
1173,25440,6360
1174,25440,6360
1175,25440,6360
1176,25440,6360
1177,25440,6360
1178,25440,6360
1179,25440,6360
1180,25440,6360
1181,25440,6360
1182,25440,6360
1183,25440,6360
1184,25440,6360
1185,25440,6360
1186,25440,6360
1187,25440,6360
1188,25440,6360
1189,25440,6360
1190,25440,6360
1191,25440,6360
1192,25440,6360
1193,25440,6360
1194,25440,6360
1195,25440,6360
1196,25440,6360
1197,25440,6360
1198,25440,6360
1199,25440,6360
1200,25440,6360
1201,25440,6360
1202,25440,6360
1203,25440,6360
1204,25440,6360
1205,25440,6360
1206,25440,6360
1207,25440,6360
1208,25440,6360
1209,25440,6360
1210,25440,6360
1211,25440,6360
1212,25440,6360
1213,25440,6360
1214,25440,6360
1215,25440,6360
1216,25440,6360
1217,25440,6360
1218,25440,6360
1219,25440,6360
1220,25440,6360
1221,25440,6360
1222,25440,6360
1223,25440,6360
1224,25440,6360
1225,25440,6360
1226,25440,6360
1227,25440,6360
1228,25440,6360
1229,25440,6360
1230,25440,6360
1231,25440,6360
1232,25440,6360
1233,25440,6360
1234,25440,6360
1235,25440,6360
1236,25440,6360
1237,25440,6360
1238,25440,6360
1239,25440,6360
1240,25440,6360
1241,25440,6360
1242,25440,6360
1243,25440,6360
1244,25440,6360
1245,25440,6360
1246,25440,6360
1247,25440,6360
1248,25440,6360
1249,25440,6360
1250,25440,6360
1251,25440,6360
1252,25440,6360
1253,25440,6360
1254,25440,6360
1255,25440,6360
1256,25440,6360
1257,25440,6360
1258,25440,6360
1259,25440,6360
1260,25440,6360
1261,25440,6360
1262,25440,6360
1263,25440,6360
1264,25440,6360
1265,25440,6360
1266,25440,6360
1267,25440,6360
1268,25440,6360
1269,25440,6360
1270,25440,6360
1271,25440,6360
1272,25440,6360
1273,25440,6360
1274,25440,6360
1275,25440,6360
1276,25440,6360
1277,25440,6360
1278,25440,6360
1279,25440,6360
1280,25440,6360
1281,25440,6360
1282,25440,6360
1283,25440,6360
1284,25440,6360
1285,25440,6360
1286,25440,6360
1287,25440,6360
1288,25440,6360
1289,25440,6360
1290,25440,6360
1291,25440,6360
1292,25440,6360
1293,25440,6360
1294,25440,6360
1295,25440,6360
1296,25440,6360
1297,25440,6360
1298,25440,6360
1299,25440,6360
1300,25440,6360
1301,25440,6360
1302,25440,6360
1303,25440,6360
1304,25440,6360
1305,25440,6360
1306,25440,6360
1307,25440,6360
1308,25440,6360
1309,25440,6360
1310,25440,6360
1311,25440,6360
1312,25440,6360
1313,25440,6360
1314,25440,6360
1315,25440,6360
1316,25440,6360
1317,25440,6360
1318,25440,6360
1319,25440,6360
1320,25440,6360
1321,25440,6360
1322,25440,6360
1323,25440,6360
1324,25440,6360
1325,25440,6360
1326,25440,6360
1327,25440,6360
1328,25440,6360
1329,25440,6360
1330,25440,6360
1331,25440,6360
1332,25440,6360
1333,25440,6360
1334,25440,6360
1335,25440,6360
1336,25440,6360
1337,25440,6360
1338,25440,6360
1339,25440,6360
1340,25440,6360
1341,25440,6360
1342,25440,6360
1343,25440,6360
1344,25440,6360
1345,25440,6360
1346,25440,6360
1347,25440,6360
1348,25440,6360
1349,25440,6360
1350,25440,6360
1351,25440,6360
1352,25440,6360
1353,25440,6360
1354,25440,6360
1355,25440,6360
1356,25440,6360
1357,25440,6360
1358,25440,6360
1359,25440,6360
1360,25440,6360
1361,25440,6360
1362,25440,6360
1363,25440,6360
1364,25440,6360
1365,25440,6360
1366,25440,6360
1367,25440,6360
1368,25440,6360
1369,25440,6360
1370,25440,6360
1371,25440,6360
1372,25440,6360
1373,25440,6360
1374,25440,6360
1375,25440,6360
1376,25440,6360
1377,25440,6360
1378,25440,6360
1379,25440,6360
1380,25440,6360
1381,25440,6360
1382,25440,6360
1383,25440,6360
1384,25440,6360
1385,25440,6360
1386,25440,6360
1387,25440,6360
1388,25440,6360
1389,25440,6360
1390,25440,6360
1391,25440,6360
1392,25440,6360
1393,25440,6360
1394,25440,6360
1395,25440,6360
1396,25440,6360
1397,25440,6360
1398,25440,6360
1399,25440,6360
1400,25440,6360
1401,25440,6360
1402,25440,6360
1403,25440,6360
1404,25440,6360
1405,25440,6360
1406,25440,6360
1407,25440,6360
1408,25440,6360
1409,25440,6360
1410,25440,6360
1411,25440,6360
1412,25440,6360
1413,25440,6360
1414,25440,6360
1415,25440,6360
1416,25440,6360
1417,25440,6360
1418,25440,6360
1419,25440,6360
1420,25440,6360
1421,25440,6360
1422,25440,6360
1423,25440,6360
1424,25440,6360
1425,25440,6360
1426,25440,6360
1427,25440,6360
1428,25440,6360
1429,25440,6360
1430,25440,6360
1431,25440,6360
1432,25440,6360
1433,25440,6360
1434,25440,6360
1435,25440,6360
1436,25440,6360
1437,25440,6360
1438,25440,6360
1439,25440,6360
1440,25440,6360
1441,25440,6360
1442,25440,6360
1443,25440,6360
1444,25440,6360
1445,25440,6360
1446,25440,6360
1447,25440,6360
1448,25440,6360
1449,25440,6360
1450,25440,6360
1451,25440,6360
1452,25440,6360
1453,25440,6360
1454,25440,6360
1455,25440,6360
1456,25440,6360
1457,25440,6360
1458,25440,6360
1459,25440,6360
1460,25440,6360
1461,25440,6360
1462,25440,6360
1463,25440,6360
1464,25440,6360
1465,25440,6360
1466,25440,6360
1467,25440,6360
1468,25440,6360
1469,25440,6360
1470,25440,6360
1471,25440,6360
1472,25440,6360
1473,25440,6360
1474,25440,6360
1475,25440,6360
1476,25440,6360
1477,25440,6360
1478,25440,6360
1479,25440,6360
1480,25440,6360
1481,25440,6360
1482,25440,6360
1483,25440,6360
1484,25440,6360
1485,25440,6360
1486,25440,6360
1487,25440,6360
1488,25440,6360
1489,25440,6360
1490,25440,6360
1491,25440,6360
1492,25440,6360
1493,25440,6360
1494,25440,6360
1495,25440,6360
1496,25440,6360
1497,25440,6360
1498,25440,6360
1499,25440,6360
